Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1980,Hockey,Hockey,"ZAFAR, Zafar",India,Men,hockey,M,Gold
1980,Hockey,Hockey,"AMAT FONTANALS, Juan",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"ARBOS PERARNAU, Juan",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"ARBOS SERRA, Jaime",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"CABOT DURAN, Javier",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"CABOT DURAN, Ricardo",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"CHAVES, Miguel",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"COGHEN, Juan Luis",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"DE PAZ PLA, Miguel",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"FABREGAS BOSCH, Francisco",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"GARCIA MESSEGUER, Jose",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"GARRALDA, Rafael",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"MALGOSA MORERA, Santiago",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"MONSALVE, Paulino",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"PELLON FERNANDEZ, Juan",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"ROCA PORTOLES, Carlos",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"ZUMALACARREGUI, Jaime",Spain,Men,hockey,M,Silver
1980,Hockey,Hockey,"BOXHALL, Arlene Nadine",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"CHASE, Elizabeth Muriel",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"CHICK, Sandra",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"COWLEY, Gillian Margaret",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"DAVIES, Patricia Joan",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"ENGLISH, Sarah",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"GEORGE, Maureen Jean",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"GRANT, Ann Marry Gwynne",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"HUGGETT, Susan",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"MCKILLOP, Patricia Jean",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"PHILLIPS, Brenda Joan",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"PRINSLOO, Christine",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"ROBERTSON, Sonia",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"STEWART, Anthea Doreen",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"VOLK, Helen",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"WATSON, Linda Margaret",Zimbabwe,Women,hockey,W,Gold
1980,Hockey,Hockey,"BLAZKOVA, Milada",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"CERMAKOVA, Jirina",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"HAJKOVA, Jirina",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"HRUBA, Berta",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"HUBACKOVA, Ida",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"KADLECOVA, Jirina",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"KRALICKOVA, Jarmila",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"KRIZOVA, Jirina",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"KYSELICOVA, Alena",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"LAHODOVA, Jana",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"PETRICKOVA, Kveta",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"PODHANYIOVA, Viera",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"SRANKOVA, Iveta",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"SYKOROVA, Marie",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"URBANOVA, Marta",Czech Republic,Women,hockey,W,Silver
1980,Hockey,Hockey,"VYMAZALOVA, Lenka",Czech Republic,Women,hockey,W,Silver
1980,Judo,Judo,"KINCSES, Tibor",Hungary,Men,- 60 kg,M,Bronze
1980,Judo,Judo,"REY, Thierry",France,Men,- 60 kg,M,Gold
1980,Judo,Judo,"RODRIGUEZ, Jose",Cuba,Men,- 60 kg,M,Silver
1980,Judo,Judo,"KOCMAN, Vladimir",Czech Republic,Men,+ 95kg (heavyweight),M,Bronze
1980,Judo,Judo,"PARISI, Angelo",France,Men,+ 95kg (heavyweight),M,Gold
1980,Judo,Judo,"ZAPRIANOV, Dimitar",Bulgaria,Men,+ 95kg (heavyweight),M,Silver
1980,Judo,Judo,"NEDKOV, Ilian",Bulgaria,Men,60 - 65kg (half-lightweight),M,Bronze
1980,Judo,Judo,"PAWLOWSKI, Janusz",Poland,Men,60 - 65kg (half-lightweight),M,Bronze
1980,Judo,Judo,"DAMDIN, Tsendying",Mongolia,Men,60 - 65kg (half-lightweight),M,Silver
1980,Judo,Judo,"DAVAADALAI, Ravdan",Mongolia,Men,65 - 71kg (lightweight),M,Bronze
1980,Judo,Judo,"LEHMANN, Karl-Heinz",Germany,Men,65 - 71kg (lightweight),M,Bronze
1980,Judo,Judo,"GAMBA, Ezio",Italy,Men,65 - 71kg (lightweight),M,Gold
1980,Judo,Judo,"ADAMS, Neil",United Kingdom,Men,65 - 71kg (lightweight),M,Silver
1980,Judo,Judo,"HEINKE, Harald",Germany,Men,71 - 78kg (half-middleweight),M,Bronze
1980,Judo,Judo,"TCHOULLOUYAN, Bernard",France,Men,71 - 78kg (half-middleweight),M,Bronze
1980,Judo,Judo,"FERRER, Juan",Cuba,Men,71 - 78kg (half-middleweight),M,Silver
1980,Judo,Judo,"ULTSCH, Detlef",Germany,Men,78 - 86kg (middleweight),M,Bronze
1980,Judo,Judo,"R?THLISBERGER, J?rg",Switzerland,Men,78 - 86kg (middleweight),M,Gold
1980,Judo,Judo,"AZCUY OLIVA, Isaac",Cuba,Men,78 - 86kg (middleweight),M,Silver
1980,Judo,Judo,"LORENZ, Dietmar",Germany,Men,86 - 95kg (half-heavyweight),M,Bronze
1980,Judo,Judo,"NUMAN, Henk",Netherlands,Men,86 - 95kg (half-heavyweight),M,Bronze
1980,Judo,Judo,"VAN DE WALLE, Robert",Belgium,Men,86 - 95kg (half-heavyweight),M,Gold
1980,Judo,Judo,"MAPP, Arthur",United Kingdom,Men,open category,M,Bronze
1980,Judo,Judo,"OZSVAR, Andras",Hungary,Men,open category,M,Bronze
1980,Judo,Judo,"LORENZ, Dietmar",Germany,Men,open category,M,Gold
1980,Judo,Judo,"PARISI, Angelo",France,Men,open category,M,Silver
1980,Modern Pentathlon,Modern Pentath.,"SZOMBATHELYI, Tamas",Hungary,Men,Individual competition,M,Silver
1980,Modern Pentathlon,Modern Pentath.,"HORVATH, George",Sweden,Men,Team competition,M,Bronze
1980,Modern Pentathlon,Modern Pentath.,"PETTERSSON, Lennart",Sweden,Men,Team competition,M,Bronze
1980,Modern Pentathlon,Modern Pentath.,"RASMUSON, Svante",Sweden,Men,Team competition,M,Bronze
1980,Modern Pentathlon,Modern Pentath.,"HORVATH, Laszlo",Hungary,Men,Team competition,M,Silver
1980,Modern Pentathlon,Modern Pentath.,"MARACSKO, Tibor",Hungary,Men,Team competition,M,Silver
1980,Modern Pentathlon,Modern Pentath.,"SZOMBATHELYI, Tamas",Hungary,Men,Team competition,M,Silver
1980,Rowing,Rowing,"CARMICHAEL, Malcolm",United Kingdom,Men,coxless pair (2-),M,Bronze
1980,Rowing,Rowing,"WIGGIN, Charles",United Kingdom,Men,coxless pair (2-),M,Bronze
1980,Rowing,Rowing,"LANDVOIGT, Bernd",Germany,Men,coxless pair (2-),M,Gold
1980,Rowing,Rowing,"LANDVOIGT, J?rg",Germany,Men,coxless pair (2-),M,Gold
1980,Rowing,Rowing,"PECKA, Zdenek",Czech Republic,Men,double sculls (2x),M,Bronze
1980,Rowing,Rowing,"VOCHOSKA, Vaclav",Czech Republic,Men,double sculls (2x),M,Bronze
1980,Rowing,Rowing,"DREIFKE, Joachim",Germany,Men,double sculls (2x),M,Gold
1980,Rowing,Rowing,"KR?PPELIEN, Klaus",Germany,Men,double sculls (2x),M,Gold
1980,Rowing,Rowing,"HOMEGHI-BULARDA, Olga",Romania,Women,double sculls (2x),W,Bronze
1980,Rowing,Rowing,"ROSCA-RASILA, Valeria",Romania,Women,double sculls (2x),W,Bronze
1980,Rowing,Rowing,"LINSE, Cornelia",Germany,Women,double sculls (2x),W,Silver
1980,Rowing,Rowing,"WESTPHAL, Heidi",Germany,Women,double sculls (2x),W,Silver
1980,Rowing,Rowing,"DOBERSCH?TZ, Jens",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"D?HRING, Uwe",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"FRIEDRICH, J?rg",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"H?ING, Bernd",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"KARNATZ, Ulrich",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"KONS, Ulrich",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"KOPPE, Hans-Peter",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"KRAUSS, Bernd",Germany,Men,eight with coxswain (8+),M,Gold
1980,Rowing,Rowing,"LUDWIG, Klaus-Dieter",Germany,Men,eight with coxswain (8+),M,Gold
